Movie_Length_Bin,Genre_cluster,Inflated_revenue,propensity_score,propensity_score_z
Long,Drama/Action,26306067.415730335,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,25106126.6059466,199264501.40603396,0.6603727229003783
Long,Comedy film/Comedy,28391902.98507462,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,71783301.88679245,116217403.65125443,0.384534363332749
Long,Drama/Indie,71073373.866,40702590.249215946,0.13371425263628434
Very Long,Drama/Indie,73572486.03351955,117092251.87748778,0.38744014458361714
Long,Indie/Black-and-white,12938471.540841052,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,1300834.152741433,90956139.43037148,0.3006298576765983
Long,Period piece/World cinema,20980781.25,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,31244306.04982206,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,47597.084027777775,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,5040470.677607361,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,7221367.741961942,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,54662571.83908046,119486539.53913563,0.3953926967952801
Long,Drama/Action,29374293.680297393,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,131458547.27941495,199264501.40603396,0.6603727229003783
Long,Drama/Action,55530743.66980986,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,20183103.44827586,199264501.40603396,0.6603727229003783
Long,Period piece/World cinema,73777682.91554599,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,35768944.44444444,121768933.49534872,0.40297359753461576
Long,Parody/Black-and-white,32.24848484848485,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,2114391.690011513,129176375.32519253,0.4275771858378465
Long,Romantic drama/Drama,2038905.6353139526,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,1097915.0972275333,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,16110276.026086954,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,32651590.90909091,90956139.43037148,0.3006298576765983
Long,Drama/Action,32069375.515009556,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,101368573.2205292,199264501.40603396,0.6603727229003783
Long,Short Film/Adventure,150936985.35578015,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,1044078975.2658921,301516630.9709455,0.9999999999999999
Long,Romantic drama/Drama,20820654.195888396,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,264809706.0720708,134400284.6041544,0.4449282384934588
Long,Action/Crime Thriller,30978200.65730821,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,651127.5122448979,119486539.53913563,0.3953926967952801
Long,Action/Crime Thriller,30995356.05255905,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,60836517.86235293,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,43940973.357664235,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,109278177.18479922,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,105623.72359154928,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,97740266.24258901,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,10421805.05235294,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,10896469.63877551,90956139.43037148,0.3006298576765983
Long,Drama/Action,142981454.46766466,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,600301.3616227023,199264501.40603396,0.6603727229003783
Long,Parody/Black-and-white,535868839.5616229,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,60988686.495436504,129176375.32519253,0.4275771858378465
Long,Action/Crime Thriller,10882664.109758064,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,49265.519565217386,119486539.53913563,0.3953926967952801
Long,Psychological thriller/Mystery,12922182.351242235,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,20313383.66684029,124154737.39044231,0.41089797117878446
Long,Drama/Action,22818855.375506073,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,48227790.262172274,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,24733926.411930986,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,14783521.607782256,119486539.53913563,0.3953926967952801
Long,Romantic drama/Drama,47111541.14117647,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,300847806.627994,134400284.6041544,0.4449282384934588
Long,Romantic drama/Drama,15777056.054386888,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,34763937.27021329,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,125421.03248987853,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,445772357.2991071,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,84031764.21036929,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,214665962.33076176,119486539.53913563,0.3953926967952801
Long,Romantic drama/Drama,55925738.40238221,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,290547423.9249092,134400284.6041544,0.4449282384934588
Long,Drama/Action,30287459.073604368,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,32548658.406034935,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,33446285.714285713,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,11741599.47964032,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,10099503.696742577,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,4851047.254705882,119486539.53913563,0.3953926967952801
Long,Comedy film/Comedy,28498239.70037453,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,118175320.14904618,116217403.65125443,0.384534363332749
Long,Drama/Action,21468117.64705882,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,296399720.4283828,199264501.40603396,0.6603727229003783
Long,Science Fiction/Comedy film,24478578.066914495,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,120843099.50148225,107590124.64826033,0.35587912369096164
Long,Comedy film/Comedy,70715892.19330855,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,176706386.82726052,116217403.65125443,0.384534363332749
Long,Indie/Black-and-white,207559978.91227555,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,2949611.115046492,90956139.43037148,0.3006298576765983
Long,Drama/Action,36996748.91629956,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,3795367421.2917113,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,1557282.690184859,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,183637743.85862434,124154737.39044231,0.41089797117878446
Long,Parody/Black-and-white,50275632.19824029,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,6210425.287688938,129176375.32519253,0.4275771858378465
Long,Romantic drama/Drama,83547338.30984557,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,13104432.426249998,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,49434966.21621621,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,4026328.0992038734,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,34354361.03626943,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,180651234.56790122,124154737.39044231,0.41089797117878446
Long,Drama/Action,220748060.98171315,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,1049937988.1829939,199264501.40603396,0.6603727229003783
Long,Drama/Action,368369286.58725274,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,1771111.478125,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,826196884.9608375,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,422622036.9183198,124154737.39044231,0.41089797117878446
Long,Drama/Action,48063777.37226277,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,133504987.11340204,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,295032.6094367015,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,24458504.46142275,119486539.53913563,0.3953926967952801
Long,Action/Crime Thriller,46178952.27772309,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,83140624.99999999,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,398297.76517328824,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,23583583.59005736,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,3196236.302741935,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,287403328.3335404,134400284.6041544,0.4449282384934588
Long,Comedy film/Comedy,1481.3083186619717,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,33227110.926537696,116217403.65125443,0.384534363332749
Long,Period piece/World cinema,174967072.31814513,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,33591.54539776355,121768933.49534872,0.40297359753461576
Long,Psychological thriller/Mystery,225203309.3761956,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,40274091.4917647,124154737.39044231,0.41089797117878446
Long,Action/Crime Thriller,84955039.56325735,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,222468.92554261512,119486539.53913563,0.3953926967952801
Long,Period piece/World cinema,556448.9825203252,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,2643975.1552795027,121768933.49534872,0.40297359753461576
Long,Romantic drama/Drama,16093347.23726562,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,234417613.97894067,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,1251204.5024886418,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,26947791.688722823,90956139.43037148,0.3006298576765983
Long,Drama/Action,237806618.2776801,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,182.79257191067273,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,30741071.42857142,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,222971568.93454722,90956139.43037148,0.3006298576765983
Long,Period piece/World cinema,1191194.8566860547,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,7692642.147998686,121768933.49534872,0.40297359753461576
Long,Psychological thriller/Mystery,990776.2895314974,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,53775756.27926651,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,6211326.437314266,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,1145687931.0344827,90956139.43037148,0.3006298576765983
Long,Short Film/Adventure,728391265.8604332,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,1234276798.8755689,301516630.9709455,0.9999999999999999
Long,Action/Crime Thriller,4437045.504994476,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,115320584.00579035,119486539.53913563,0.3953926967952801
Long,Drama/Action,94872947.4722542,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,449375384.65377295,199264501.40603396,0.6603727229003783
Long,Drama/Action,107365325.65932131,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,7732338.595114129,199264501.40603396,0.6603727229003783
Long,Drama/Action,45858618.42105263,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,567717590.4998015,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,157120.7867981403,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,22330882.23261861,134400284.6041544,0.4449282384934588
Long,Comedy film/Comedy,14356660.377358489,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,427726538.46153843,116217403.65125443,0.384534363332749
Long,Drama/Action,140965.25698078144,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,3180222.833435241,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,2744777.2953010276,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,97877926.42140467,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,22441937.823834196,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,114888899.51321042,90956139.43037148,0.3006298576765983
Long,Short Film/Adventure,103546.46836734694,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,153571608.8892857,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,4014168.6664106497,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,1126929.6475517652,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,8430142.142518587,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,355734539.8797414,119486539.53913563,0.3953926967952801
Long,Drama/Action,280694445.40689653,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,537762969.9421774,199264501.40603396,0.6603727229003783
Long,Drama/Action,435028.6458065817,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,128633949.32882352,199264501.40603396,0.6603727229003783
Long,Parody/Black-and-white,54058872.58085502,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,7411931.829793689,129176375.32519253,0.4275771858378465
Long,Indie/Black-and-white,6029436.010103626,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,69559806.33050707,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,1441794.144553154,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,663485.8873563219,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,88266597.77046195,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,37006550.499157,119486539.53913563,0.3953926967952801
Long,Psychological thriller/Mystery,3535753.8120353157,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,212439810.34826112,124154737.39044231,0.41089797117878446
Long,Drama/Action,467593944.5241335,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,774629.4335627316,199264501.40603396,0.6603727229003783
Long,Drama/Action,46971016.94607982,122874839.77776213,0.40664683095304544
